english_name,chinese_name,source_id,extra_json
Boundary Gate - Daughter of Kingdom (Japan),边界之门-王国的女儿  （日版）,PCFX#61,"{""date"":""1997-01-24"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX61.jpg""}"
Ginga Ojousama Densetsu Yuna FX - Kanashimi no Selene (Japan),银河公主传说优奈FX-哀伤的海妖塞壬  （日版）,PCFX#62,"{""date"":""1996-03-08"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX62.jpg""}"
Hataraku Shoujo - Tekipaki Working Love FX (Japan),乐天少女俱乐部 （日版）,PCFX#63,"{""date"":""1998-03-27"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX63.jpg""}"
Minimum Nanonic (Japan),迷你宝贝  （日版）,PCFX#64,"{""date"":""1997-10-24"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX64.jpg""}"
Miraculum - The Last Revelation (Japan),奇迹-最后的启示  （日版）,PCFX#65,"{""date"":""1996-03-29"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX65.jpg""}"
Sotsugyou R - Graduation Real (Japan),卒业R-真实毕业  （日版）,PCFX#66,"{""date"":""1998-01-16"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX66.jpg""}"
Cutey Honey FX (Japan),甜心战士FX  （日版）,PCFX#67,"{""date"":""1995-11-10"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX67.jpg""}"
Tengai Makyou - Dennou Karakuri Kakutouden (Japan),天外魔境-电脑络缲格斗传  （日版）,PCFX#68,"{""date"":""1995-07-28"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX68.jpg""}"
Chip-chan Kick! (Japan),史莱姆汽泡姊妹 （日版）,PCFX#69,"{""date"":""1996-09-13"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX69.jpg""}"
Pachio-kun FX - Maboroshi no Shima Daisakusen (Japan),柏青哥君 幻之岛大决战 （日版）,PCFX#70,"{""date"":""1995-09-22"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX70.jpg""}"
Makeruna! Makendou Z (Japan),魔剑道Z （日版）,PCFX#71,"{""date"":""1998-03-20"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX71.jpg""}"
Amateur Teikyou CD-ROM (Japan) (DOS-V-you) (NEC PC-FXGA),アマチュア提供ＣＤ‐ＲＯＭ （日版） (DOS-V-you) (NEC PC-FXGA),PCFX#72,"{""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX.jpg""}"
Ruruli Ra Rura (Japan),路路里拉路拉 （日版）,PCFX#73,"{""date"":""1998-02-20"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX73.jpg""}"
Choujin Heiki Zeroigar (Japan),超神兵器ゼロイガー （日版）,PCFX#74,"{""date"":""1997-08-08"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX74.jpg""}"
Kishin Douji Zenki FX - Vajra Fight (Japan),鬼神童子FX-金刚炎斗（日版）,PCFX#75,"{""date"":""1995-12-22"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX75.jpg""}"
Super Real Mahjong P.V FX (Japan),超真实麻将 P.V FX （日版）,PCFX#76,"{""date"":""1996-03-29"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX76.jpg""}"
Tokimeki Card Paradise - Koi no Royal Straight Flush (Japan),纯爱扑克牌乐园（日版）,PCFX#77,"{""date"":""1996-01-26"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX77.jpg""}"
Shanghai - Banri no Choujou (Japan),上海-万里长城 （日版）,PCFX#78,"{""date"":""1996-03-15"",""img"":""https://data.yang2000ling.com/img/pcfx_200/PCFX78.jpg""}"
