english_name,chinese_name,source_id,extra_json
Coded Arms,机密武装,44,"{""UMD_ID"":""ULAS-42009"",""date"":""2005-06-23"",""genre"":""Adventure"",""img"":""https://data.yang2000ling.com/img/psp_200/0044.jpg"",""language"":""中文|日语|英文"",""publisher"":""Konami"",""region"":""中国版""}"
Wipeout Pure,反重力赛车,45,"{""UMD_ID"":""UCJS-10007"",""date"":""2005-06-27"",""genre"":""Racing"",""img"":""https://data.yang2000ling.com/img/psp_200/0045.jpg"",""language"":""日语"",""publisher"":""Sony"",""region"":""日版""}"
San Goku Shi V,三国志5,46,"{""UMD_ID"":""ULJM-05016"",""date"":""2005-06-27"",""genre"":""Strategy"",""img"":""https://data.yang2000ling.com/img/psp_200/0046.jpg"",""language"":""日语"",""publisher"":""Koei"",""region"":""日版""}"
Glorace - Phantastic Carnival,梦幻嘉年华,47,"{""UMD_ID"":""UCKS-45001"",""date"":""2005-06-28"",""genre"":""Racing"",""img"":""https://data.yang2000ling.com/img/psp_200/0047.jpg"",""language"":""韩语"",""publisher"":""Sony"",""region"":""韩版""}"
Space Invaders Pocket,太空侵略者 口袋版,48,"{""UMD_ID"":""ULJM-05015"",""date"":""2005-06-29"",""genre"":""Shooter"",""img"":""https://data.yang2000ling.com/img/psp_200/0048.jpg"",""language"":""日语"",""publisher"":""Taito"",""region"":""日版""}"
Armored Core - Formula Front,装甲核心-方程式前线,49,"{""UMD_ID"":""ULKS-46003"",""date"":""2005-06-29"",""genre"":""Simulation"",""img"":""https://data.yang2000ling.com/img/psp_200/0049.jpg"",""language"":""韩语"",""publisher"":""From Software"",""region"":""韩版""}"
Midnight Club 3 - DUB Edition,湾岸午夜俱乐部3-DUB版,50,"{""UMD_ID"":""ULUS-10021"",""date"":""2005-06-30"",""genre"":""Racing"",""img"":""https://data.yang2000ling.com/img/psp_200/0050.jpg"",""language"":""英文"",""publisher"":""Rockstar Games"",""region"":""美版""}"
Armored Core - Formula Front,装甲核心-方程式前线,51,"{""UMD_ID"":""ULJS-00003"",""date"":""2005-06-30"",""genre"":""Simulation"",""img"":""https://data.yang2000ling.com/img/psp_200/0051.jpg"",""language"":""日语"",""publisher"":""From Software"",""region"":""日版""}"
Generation of Chaos IV - Another Side,新天魔界混沌时代4,52,"{""UMD_ID"":""ULJM-05013"",""date"":""2005-06-30"",""genre"":""Strategy"",""img"":""https://data.yang2000ling.com/img/psp_200/0052.jpg"",""language"":""日语"",""publisher"":""Idea Factory"",""region"":""日版""}"
Rengoku - The Tower of Purgatory,炼狱-洗罪塔,53,"{""UMD_ID"":""ULJM-05006"",""date"":""2005-06-30"",""genre"":""Action Adventure"",""img"":""https://data.yang2000ling.com/img/psp_200/0053.jpg"",""language"":""日语"",""publisher"":""Konami"",""region"":""日版""}"
Eiyuu Densetsu Gagharv Trilogy IV - Akai Shizuku,英雄传说-朱红之泪,54,"{""UMD_ID"":""ULJS-00016"",""date"":""2005-06-30"",""genre"":""RPG"",""img"":""https://data.yang2000ling.com/img/psp_200/0054.jpg"",""language"":""日语"",""publisher"":""Bandai"",""region"":""日版""}"
Dynasty Warriors,真三国无双,55,"{""UMD_ID"":""ULKS-46012"",""date"":""2005-07-01"",""genre"":""Beat-'Em-Up"",""img"":""https://data.yang2000ling.com/img/psp_200/0055.jpg"",""language"":""韩语"",""publisher"":""Koei"",""region"":""韩版""}"
Dead to Rights - Reckoning,脱狱潜龙-清算,56,"{""UMD_ID"":""ULUS-10023"",""date"":""2005-07-02"",""genre"":""Action"",""img"":""https://data.yang2000ling.com/img/psp_200/0056.jpg"",""language"":""英文"",""publisher"":""Namco"",""region"":""美版""}"
