english_name,chinese_name,source_id,extra_json
ESPN Golf - Lower Your Score with Tom Kite - Shot Making (USA) (Disc 4),ESPN 高尔夫（美版） （光碟 4）,3DO#143,
ESPN Golf - Tom Kite no Kore ga Golf da! (Japan) (Disc 1) (Shot Yousei Kouza Vol. 1),ESPN 高尔夫（日版） （光碟 1） (Shot Yousei Kouza Vol. 1),3DO#144,
ESPN Golf - Tom Kite no Kore ga Golf da! (Japan) (Disc 2) (Shot Yousei Kouza Vol. 2),ESPN 高尔夫（日版） （光碟 2） (Shot Yousei Kouza Vol. 2),3DO#145,
ESPN Golf - Tom Kite no Kore ga Golf da! (Japan) (Disc 3) (Pro ni Kike!),ESPN 高尔夫（日版） （光碟 3） (Pro ni Kike!),3DO#146,
"ESPN Let's Go Skiing with Picabo Street, A. J. Kitt & Holly Flanders (USA)",,3DO#147,
ESPN Let's Play Beach Volleyball with Karch Kiraly and Karolyn Kirby (USA),,3DO#148,
ESPN Let's Play Soccer with John Harkes and Mia Hamm (USA),,3DO#149,
ESPN Let's Play Tennis with Tracy Austin (USA),,3DO#150,
Eye of Typhoon (Korea),,3DO#151,
"Eye of Typhoon, The (Korea)",,3DO#152,
"Eye of Typhoon, The (Korea) (Disc 1)",,3DO#153,
F1GP (Japan),F1 GP赛车（日版）,3DO#154,
Family Feud (USA),家庭问答（美版）,3DO#155,
"Fatty Bear's Birthday Surprise (Japan) (En,Ja)","胖熊的生日惊喜（日版） (En,Ja)",3DO#156,
Fatty Bear's Birthday Surprise (USA),胖熊的生日惊喜（美版）,3DO#157,
Fatty Bear's Fun Pack (Korea),,3DO#158,
Fatty Bear's Funpack (Japan),胖熊的玩具（日版）,3DO#159,
Fatty Bear's Funpack (USA),胖熊的玩具（美版）,3DO#160,
FB Battery Navi Ver. II (Japan),,3DO#161,
FIFA International Soccer (Europe),FIFA世界杯（欧版）,3DO#162,
"FIFA International Soccer (USA, Korea)",FIFA世界杯（美版，韩版）,3DO#163,
Fire Ball!! (Japan),火球（日版）,3DO#164,
Fire Ball!! (Japan) (Rev 1),火球（日版） （修正版 1）,3DO#165,
Firewall (Korea),,3DO#166,
"Flashback (Europe) (En,Fr)","回到过去（欧版） (En,Fr)",3DO#167,
"Flashback (Japan) (En,Ja,Fr,De,It,Nl)","回到过去（日版） (En,Ja,Fr,De,It,Nl)",3DO#168,
"Flashback - The Quest for Identity (USA) (En,Fr)","回到过去:印地安之谜（美版） (En,Fr)",3DO#169,
Flopon World (Japan),怪物世界消方块（日版）,3DO#170,
Flopon World (Japan) (Demo),怪物世界消方块（日版） （演示版）,3DO#171,
Flying Nightmares (Europe),梦魇（欧版）,3DO#172,
Flying Nightmares (USA),梦魇（美版）,3DO#173,
Foes of Ali (Europe),阿里的敌人（欧版）,3DO#174,
Foes of Ali (USA),阿里的敌人（美版）,3DO#175,
Footie (USA) (Powerslide Bonus Disk) (Unl),足球运动（美版） (Powerslide Bonus Disk) （非官方版）,3DO#176,
Fun 'n Games (USA),,3DO#177,
"Fun 'n Games - Soft no Omochabako (Japan) (En,Ja)","趣味游戏 软玩具箱（日版） (En,Ja)",3DO#178,
Gakkou no Kowai Uwasa - Hanako-san ga Kita!! (Japan),学校里的恐怖传言 花子来了（日版）,3DO#179,
Game no Tatsujin (Japan),游戏达人（日版）,3DO#180,
Gateway to English - Eigo de Go! (Japan),,3DO#181,
"Gex (Japan, Korea)",蜥蜴（日版，韩版）,3DO#182,
"Gex (USA, Europe)",蜥蜴（美版 欧版）,3DO#183,
Ghost Hunter Series - Kuroki Shi no Kamen (Japan),幽灵猎人系列-黑死病面具（日版）,3DO#184,
Ghost Hunter Series - Kuroki Shi no Kamen (Japan) (Rev 1),幽灵猎人系列-黑死病面具（日版） （修正版 1）,3DO#185,
Goal FH (Field Hunter) (Japan),野战猎人(Field Hunter) （日版）,3DO#186,
Great! Soccer Kid (Japan),伟大的足球小子（日版）,3DO#187,
Gridders (Europe),橄榄球运动员（欧版）,3DO#188,
Gridders (Japan),橄榄球运动员（日版）,3DO#189,
"Gridders (USA, Korea)",橄榄球运动员（美版，韩版）,3DO#190,
Grimm Meisaku Gekijou Vol. 1 - Bremen no Ongakutai (Japan),格林名著剧场1（日版）,3DO#191,
Grimm Meisaku Gekijou Vol. 2 - Hansel to Gretel (Japan),格林名著剧场2（日版）,3DO#192,
Grimm Meisaku Gekijou Vol. 3 - Akazukin (Japan),格林名著剧场3（日版）,3DO#193,
Guardian War (Canada),守护战争（加拿大版）,3DO#194,
"Guardian War (USA, Korea)",守护战争（美版，韩版）,3DO#195,
Hatsubai 1 Shuunen - 3DO REAL - Tokubetsu Premium CD (Japan),発売１周年　３ＤＯ　ＲＥＡＬ　特別光碟（日版）,3DO#196,
Hell - A Cyberpunk Thriller (USA),地狱 一部赛博朋克惊悚片（美版）,3DO#197,
Hello Kitty - Asobi no Omochabako (Japan),,3DO#198,
"Hirata Shougo Interactive Ehon - Aesop Monogatari Vol. 1 (Japan) (En,Ja,Fr)","平田昭吾互动绘本 伊索寓言物语vol.1（日版） (En,Ja,Fr)",3DO#199,
"Hirata Shougo Interactive Ehon - Cinderella (Japan) (En,Ja,Fr)","平田昭吾互动绘本 灰姑娘（日版） (En,Ja,Fr)",3DO#200,
"Hirata Shougo Interactive Ehon - Ningyo-hime (Japan) (En,Ja,Fr)","平田昭吾互动绘本 人鱼公主（日版） (En,Ja,Fr)",3DO#201,
"Hirata Shougo Interactive Ehon - Ookami to Shichihiki no Koyagi (Japan) (En,Ja,Fr)","平田昭吾互动绘本 狼和七只山羊（日版） (En,Ja,Fr)",3DO#202,
"Hirata Shougo Interactive Ehon - Sanbiki no Kobuta (Japan) (En,Ja,Fr)","平田昭吾互动绘本 三只小猪（日版） (En,Ja,Fr)",3DO#203,
"Hirata Shougo Interactive Ehon - Shirayuki-hime (Japan) (En,Ja,Fr)",,3DO#204,
Hitchcock ni Chousen (Japan),挑战希奇厨师（日版）,3DO#205,
