serial,name,region
00000000-00,Final Fight MD (World) (Proto 3),World
00000000-00,Final Fight MD (World) (Proto 4),World
00000000-00,Final Fight MD (World) (Proto 5),World
T-32013-00,"Final Zone (Japan, USA) (En)",Japan
T-32013-00,Final Zone (World) (Evercade),World
T-11123-00,Fire Mustang (Japan),Japan
T-34016-00,Fire Shark (Europe),Europe
T-34016-00,Fire Shark (USA),USA
T-34016--00,Fire Shark (World) (Retro-Bit),World
00000000-00,Firebrawl (World) (v1.02),World
MK-1000-12,Fix-It Felix Jr. (World) (Pirate),World
00000000-00,FlammenWerfer (World),World
00000000-00,Flappy Bird (World) (Ru),World
00004007-00,Flash Point (Japan) (En) (Proto),Japan
T-79066-50,"Flashback (Europe) (En,Fr)",Europe
XXXXXXXX-XX,"Flashback (Europe) (En,Fr) (Beta)",Europe
T-15083,Flashback (Japan),Japan
T-79066,"Flashback - The Quest for Identity (USA) (En,Fr)",USA
00001022-00,"Flicky (USA, Europe)",USA
T-113046-00,"Flink (Europe) (En,Fr,De)",Europe
MK-1088-50,"Flintstones, The (Europe)",Europe
T-11173-00,"Flintstones, The (Japan)",Japan
06001-TF-00,"Flintstones, The (USA) (En-US,En-GB,Fr,De,Es,It) (Ocean) (Sega Channel)",USA
00001014-00,"Flintstones, The (USA) (Ocean) (Proto)",USA
T-11116-00,"Flintstones, The (USA)",USA
G-4015-00,"Flintstones, The (USA) (Beta)",USA
00000000-00,Forca Alienigena (Brazil),Brazil
T-81506-00,Foreman for Real (World),World
00004016-00,"Forgotten Worlds (World) (En,Ja)",World
00004016-01,"Forgotten Worlds (World) (En,Ja) (Rev A)",World
T-088066-00,Formula One (USA),USA
T-000000-00,Formula One (USA) (Beta),USA
00000000-00,Foxy Land (World) (Digital),World
00000000-00,Foxy Land (World) (v1.1) (Evercade),World
00000000-00,Foxy Land (World) (v1.1) (itch.io),World
T-81476-00,"Frank Thomas Big Hurt Baseball (USA, Europe)",USA
T-50901-00,Frogger (USA),USA
T-50901-00,Frogger (USA) (Rev 1),USA
00000000-00,From Below (World) (Proto),World
T-133037-00,From TV Animation Slam Dunk - Kyougou Makkou Taiketsu! (Japan),Japan
T-93126-00,Fun 'n Games (Europe),Europe
T-97056-00,Fun 'n' Games (USA),USA
XXXXXXXX-XX,Fun Car Rally (USA) (Beta),USA
WISEGAME-11-03-1993,Funny World & Balloon Boy (USA),USA
T-14083-00,Fushigi no Umi no Nadia (Japan),Japan
XXXXXXXX-XX,Futari de Puyo Puyo Sun (Japan) (Mega Drive Mini 2),Japan
G-5540-00,Futbol Argentino 96 (Argentina) (Pirate),
T-50916-00,Futbol Argentino 98 - Pasion de Multitudes (Argentina) (Pirate),
T-95196-50,Futbol Argentino Deluxe (Argentina) (Pirate),
MK-1120-00,G-LOC - Air Battle (USA) (Sega Channel),USA
MK-1120-00,G-LOC - Air Battle (World),World
00000000-00,G-LOC - Air Battle (World) (Beta),World
MK-0000-00,G-Zero (World) (Demo 1),World
MK-0000-00,G-Zero (World) (Demo 2) (15 Cars),World
MK-0000-00,G-Zero (World) (Demo 2) (5 Cars),World
T-83036-00,Gadget Twins (USA),USA
T-49013-03,"Gaiares (Japan, USA) (En)",Japan
T-49013-03,Gaiares (World) (Evercade),World
T-49013--03,Gaiares (World) (Retro-Bit),World
00004036-00,Gain Ground (Europe),Europe
00004036-00,Gain Ground (Japan) (En),Japan
00004036-00,Gain Ground (USA),USA
00000000-00,Gain Ground (USA) (Beta),USA
T-68013-00,Galaxy Force II (Japan) (En),Japan
T-68013-00,Galaxy Force II (Japan) (En) (Virtual Console),Japan
T-68013-01,"Galaxy Force II (USA, Europe) (Rev B)",USA
T-68013-01,"Galaxy Force II (USA, Europe) (SEGA Classic Collection)",USA
T-45013-00,Gambler Jiko Chuushinha - Katayama Masayuki no Mahjong Doujou (Japan),Japan
T-68???-??,Game no Kanzume Otokuyou (Japan) (Sega Channel),Japan
T-49166-00,Gang Du Shaonian (China) (Pirate),China
MK-1556-00,"Garfield - Caught in the Act (USA, Europe)",USA
MK-1556-00,"Garfield - Caught in the Act (USA, Europe) (Beta)",USA
T-239056-00,Gargoyles (USA),USA
T-239056-00,Gargoyles (USA) (Beta 1),USA
T-239056-00,Gargoyles (USA) (Beta 2),USA
G-4100,Garou Densetsu - Shukumei no Tatakai (Japan),Japan
T-146023-00,Garou Densetsu 2 - Aratanaru Tatakai (Japan),Japan
T-86016-00,Garry Kitchen's Super Battletank - War in the Gulf (USA),USA
T-48123-00,"Gauntlet (Japan) (En,Ja)",Japan
T-57192-00,"Gauntlet (Japan) (En,Ja) (Beta)",Japan
T-48123-00,"Gauntlet IV (USA, Europe) (Beta)",USA
T-48216-00,"Gauntlet IV (USA, Europe) (En,Ja)",USA
00-0-019-00,"Gedou Tiequan (China) (En,Ja) (Pirate)",China
00000000-00,Gemesis (World),World
00000000-00,Gemesis (World) (v1.1),World
T-76036-10,Gemfire (USA),USA
00000000-00,Gen Poker (World),World
T-50626-00,"General Chaos (USA, Europe)",USA
T-106253-00,General Chaos Daikonsen (Japan),Japan
T-48326-00,"Generations Lost (USA, Europe)",USA
00000000-00,Genesis Clicker (World),World
T-76066-00,Genghis Khan II - Clan of the Gray Wolf (USA),USA
00000000-00,Gensou Senki Kokou no Ryuu - Crying Dragon (Japan) (Proto),Japan
T-081116-00,George Foreman's KO Boxing (Europe),Europe
T-081116-00,George Foreman's KO Boxing (USA),USA
00004030-00,"Ghostbusters (Japan) (En,Ja)",Japan
00004030-01,"Ghostbusters (USA, Europe) (En,Ja)",USA
00004030-01,"Ghostbusters (USA, Europe) (En,Ja) (Beta)",USA
00004013-01,"Ghouls'n Ghosts (Japan, USA) (En,Ja)",Japan
00004013-02,"Ghouls'n Ghosts (World) (En,Ja) (Rev A)",World
00004013-01,"Ghouls'n Ghosts (World) (En,Ja) (Rev A) (Sega Channel)",World
T-70066-00,Global Gladiators (Europe),Europe
00000000-00,Gluf (World) (Evercade),World
00000000-00,Gluf (World) (Itch.io),World
00000000-00,Gnome Runner (World),World
00000000-00,Gnome Runner (World) (v1.0.1),World
4533,Go Net (Japan),Japan
00000000-00,Go to Terry House (World) (v1.1),World
00000000-00,Goblin Coffee Break (World) (v1.0.0),World
00000000-00,Goblin Coffee Break (World) (v1.0.1),World
T-119036-50,Gods (Europe),Europe
T-85013-00,Gods (Japan),Japan
T87016-00,Gods (USA),USA
T87016-00,Gods (USA) (Beta),USA
ANDYG010-00,Gold Rush (World),World
00054018-02,Golden Axe (USA) (Rev B) (Sega Smash Pack),USA
00054018-00,Golden Axe (World),World
00054018-00,Golden Axe (World) (Beta),World
00054018-01,Golden Axe (World) (Rev A),World
00054018-00,Golden Axe (World) (Rev A) (Beta),World
00001122-00,Golden Axe II (World),World
00004093-00,Golden Axe III (Europe) (Virtual Console),Europe
00004093-00,Golden Axe III (Japan) (En),Japan
00000000-00,Golfanalia (World),World
00000000-00,Golfanalia (World) (v1.0.1),World
00000000-00,Golfanalia (World) (v1.1.0),World
00000000-00,Golfanalia (World) (v1.1.1),World
00000000-00,Golfanalia (World) (v1.2.0),World
00000000-00,Golfanalia 2 (World),World
00000000-00,Golfanalia 2 (World) (Beta),World
T-86066-00,Goofy's Hysterical History Tour (USA),USA
T-144013-00,Gouketsuji Ichizoku (Japan),Japan
T-32023-00,"Granada (Japan, USA) (En)",Japan
T-32023-01,"Granada (Japan, USA) (En) (Rev A)",Japan
T-32023-01,"Granada (Japan, USA) (En) (Rev A) (Beta)",Japan
T-32023-01,Granada (World) (Evercade),World
T-49133-00,GrandSlam - The Tennis Tournament '92 (Japan),Japan
MK-1217-00,GrandSlam - The Tennis Tournament (Europe),Europe
00000007-RS,Gravibots (World),World
00000007-RS,Gravibots (World) (dmaSafe),World
T-12063-00,Great Circus Mystery - Mickey to Minnie Magical Adventure 2 (Japan),Japan
T-12076-00,"Great Circus Mystery Starring Mickey & Minnie, The (USA)",USA
00000001-00,"Great Waldo Search, The (USA)",USA
MK-1228-00,Greatest Heavyweights (Europe),Europe
G-5538-00,Greatest Heavyweights (Japan) (En),Japan
MK-1228-00,Greatest Heavyweights (USA),USA
MK-1035-00,"Greendog - The Beached Surfer Dude! (USA, Europe)",USA
001-v0,"Griel's Quest (World) (En,Fr,Es,It,Pt-BR,Fi,Ca,Gl)",World
T-048256-00,Grind Stormer (USA),USA
T-11076-00,Growl (USA),USA
T-11076-00,Growl (USA) (Beta),USA
00000000-00,Grubbin (World),World
00000000-00,Guerra dos Monstros (Brazil) (Mega Drive 4),Brazil
20200630-01,GunSlugs (World) (Beta 3),World
20200630-01,GunSlugs (World) (Beta 4),World
20200630-01,GunSlugs (World) (Beta 5),World
T-79086-50,Gunship (Europe),Europe
08213050-00,Gunslinger (World),World
08213050-00,Gunslinger (World) (PAL),World
MK-01077-00,Gunstar Heroes (Europe),Europe
G-004103-00,Gunstar Heroes (Japan),Japan
00001105-03,Gunstar Heroes (Japan) (Beta),Japan
MK-01077-00,Gunstar Heroes (USA),USA
MK-1030-00,Gynoug (Europe),Europe
T-25093-00,Gynoug (Japan) (En),Japan
T-25093-00,Gynoug (World) (Ratalaika Games),World
T-14083-00,Haidi Liang Wanli (Lanbaoshi Zhi Mi) (China) (Pirate),China
T-76136-00,Hangkong Baye II (China) (Pirate),China
T-48026-00,Hard Drivin' (World),World
T-119086-00,"HardBall '94 (USA, Europe)",USA
T-119176-00,HardBall '95 (USA),USA
ACLD003-00,"HardBall! (USA, Europe)",USA
T-50616-00,"Haunting Starring Polterguy (USA, Europe)",USA
T-50616-00,"Haunting Starring Polterguy (USA, Europe) (Beta)",USA
T-120056-00,Havoc (Europe),Europe
49117272-00,Hayato's Journey (World),World
T-79196,Head-On Soccer (USA),USA
T-22053-00,Heavy Nova (USA),USA
T-27013-00,Heavy Unit - Mega Drive Special (Japan) (En),Japan
MK-1137-00,Hellfire (Europe),Europe
T-25073-00,Hellfire (Japan) (En),Japan
T-35036-00,Hellfire (USA),USA
T-35036-00,Hellfire (USA) (Beta),USA
20200630-01,Heroes of Loot (World) (RC1),World
T-18023-00,Herzog Zwei (Japan),Japan
MK-1400-00,"Herzog Zwei (USA, Europe)",USA
T-999999-00,Hex Sweeper (World),World
WUFS0001-01,Hexaduel (World) (Proto),World
TECTOY-2005-01,Hexagonos (Brazil) (Mega Drive 4),Brazil
MK-0000-00,Hide the Baby (World) (v1.1),World
T-13076-00,"High Seas Havoc (USA) (En,Ja)",USA
00000000-00,"High Seas Havoc (USA) (En,Ja) (Beta)",USA
T-11096-00,Hit the Ice - VHL - The Official Video Hockey League (USA),USA
00004012-00,Hokuto no Ken - Shin Seikimatsu Kyuuseishu Densetsu (Japan),Japan
MK-1046-00,"Home Alone (USA, Europe)",USA
XXXXXXX-00,"Home Alone (USA, Europe) (Beta)",USA
MK-1536-00,Home Alone 2 - Lost in New York (USA),USA
MK-1536-00,Home Alone 2 - Lost in New York (USA) (Sega Channel),USA
00000000-00,Honey Soldier MD (World),World
00004076-00,Honoo no Toukyuuji - Dodge Danpei (Japan),Japan
T-93026-50,Hook (Europe),Europe
T-93026-01,Hook (USA),USA
T-119186-00,Hoops Shut Up and Jam 2 (World) (Evercade),World
T-119066-00,Hoops Shut Up and Jam! (World) (Evercade),World
00000000-00,Hover Tank X-Treme (World) (Proto),World
T-76063-10,Huangshi Xue Yi (China) (Pirate),China
T-83046-00,"Humans, The (USA)",USA
00000000-00,"Hunter Girls (World) (En,Fr,De,Es,It,Pt-BR,Pl,Ru,Uz) (Digital)",World
MK-01077-00,Huoqiang Yingxiong (China) (Pirate),China
T-079136-00,Hurricanes (Europe),Europe
G-5541-00,"Hybrid Front, The (Japan)",Japan
00001022-00,"Hybrid Front, The (Japan) (Beta)",Japan
G-4075-00,Hyokkori Hyoutan-jima - Daitouryou wo Mezase! (Japan),Japan
T-95126-00,Hyper Dunk (Europe),Europe
T-95083-00,Hyper Dunk - The Playoff Edition (Japan) (En),Japan
T-95096-00,Hyper Dunk - The Playoff Edition (Japan) (En) (Beta),Japan
00054503-00,Hyper Marbles (Japan) (Game no Kanzume Otokuyou),Japan
00054503-00,Hyper Marbles (Japan) (Sega Game Toshokan),Japan
00004042-00,I Love Mickey Mouse - Fushigi no Oshiro Daibouken (Japan),Japan
G-4080-00,I Love Mickey and Donald - Fushigi na Magic Box (Japan),Japan
G-4080-01,I Love Mickey and Donald - Fushigi na Magic Box (Japan) (Rev 1),Japan
00000000-00,IK+ Deluxe (World),World
T-50836-00,"IMG International Tour Tennis (USA, Europe)",USA
00054503-00,Ikasuze! Koi no Doki Doki Penguin Land MD (Japan) (Game no Kanzume Otokuyou),Japan
00054503-00,Ikasuze! Koi no Doki Doki Penguin Land MD (Japan) (Sega Game Toshokan),Japan
T-50186-00,"Immortal, The (USA, Europe)",USA
T-50186-00,"Immortal, The (World) (Evercade)",World
T-50186-00,"Immortal, The (World) (QUByte Classics)",World
00000000-00,ImpossibleTicTacToe (World) (Proto),World
T-081246-00,"Incredible Crash Dummies, The (USA, Europe)",USA
????????-??,"Incredible Crash Dummies, The (USA, Europe) (Beta)",USA
T-79106-00,"Incredible Hulk, The (USA, Europe)",USA
T-79046-50,Indiana Jones and the Last Crusade (Europe),Europe
T-79046-00,Indiana Jones and the Last Crusade (USA),USA
00000000-00,Inkventure (World),World
T-28023-00,"Insector X (Japan, Korea) (En)",Japan
T-28026-00,Insector X (USA),USA
MK-1048-00,Instruments of Chaos Starring Young Indiana Jones (USA),USA
XXXXXXX-00,Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 1),USA
MK-1048-00,Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 2),USA
MK-1048-00,Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 3),USA
MK-1048-00,Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 4),USA
MK-1048-00,Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 5),USA
MK-1048-00,Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 6),USA
MK-1048-00,Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 7),USA
MK-1048-00,Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 8),USA
MK-1048-00,Instruments of Chaos Starring Young Indiana Jones (USA) (Beta 9),USA
T-88056-50,International Rugby (Europe),Europe
T-93146-00,"International Sensible Soccer (Europe) (En,Fr,De,It)",Europe
T-95196-50,"International Superstar Soccer Deluxe (Europe, Brazil) (En)",Europe
0200309-18,Iraq War 2003 (China) (En),China
0200311-11,Iraq War 2003 (Russia),Russia
00000000-00,Irena - Genesis Metal Fury (World) (Demo 1),World
00000000-00,Irena - Genesis Metal Fury (World) (Demo 2),World
00000000-00,Irena - Genesis Metal Fury (World) (Demo 3),World
00000000-00,Irena - Genesis Metal Fury (World) (Demo 4),World
00000000-00,Irena - Genesis Metal Fury (World) (Demo 5),World
00000000-00,Irena - Genesis Metal Fury (World) (Demo 6),World
00000000-00,Irmaos Aratu (World) (Pt-BR),World
MK-1830-00,Iron Hammer (USA) (Sega Channel),USA
00000000-00,Iron Man (Russia),Russia
00000000-00,Iron Man (World),World
00000000-00,Iron Man (World) (v1.01),World
00000000-00,Iso Shooter (World),World
T-XXXXX-XX,It Came from the Desert (USA) (Proto),USA
T-081286-00,"Itchy & Scratchy Game, The (USA) (Proto)",USA
00000000-00,Ivanhoe (World) (Proto),World
00000000-00,Ixion (World) (Proto),World
T-79156-00,"Izzy's Quest for the Olympic Rings (USA, Europe)",USA
T-105013-00,J. League Champion Soccer (Japan),Japan
00005518-00,J. League Pro Striker (Japan),Japan
00005518-03,J. League Pro Striker (Japan) (Rev A),Japan
G-5540-00,J. League Pro Striker 2 (Japan),Japan
00005532-00,J. League Pro Striker Perfect (Japan),Japan
T-119016-00,"Jack Nicklaus' Power Challenge Golf (USA, Europe)",USA
MK-1204-00,"James 'Buster' Douglas Knockout Boxing (USA, Europe)",USA
T-088016-00,James Bond 007 - The Duel (Europe),Europe
T-048156-00,James Bond 007 - The Duel (USA),USA
T-50126-01,"James Pond - Underwater Agent (USA, Europe)",USA
T-50646-00,"James Pond 3 (USA, Europe)",USA
T-106123-00,"James Pond II (Japan, Korea) (Ja)",Japan
T-50296-00,"James Pond II - Codename - Robocod (USA, Europe)",USA
T-70296-00,Jammit (USA),USA
G-4096-00,Janou Touryuumon (Japan),Japan
T-49033-01,Jantei Monogatari (Japan),Japan
T-50466-01,"Jashin Draxos (Japan, Korea) (En)",Japan
00000000-00,Jelly Boy (Europe) (Proto),Europe
T-49226-00,Jennifer Capriati Tennis (USA),USA
T-83026-00,Jeopardy! (USA),USA
T-83116-00,Jeopardy! - Deluxe Edition (USA),USA
T-83126-00,Jeopardy! - Sports Edition (USA),USA
T-56056-00,Jerry Glanville's Pigskin Footbrawl (USA),USA
T-34036-00,Jesse 'The Body' Ventura - Wrestling Superstars (USA) (Proto),USA
G-4047-00,Jewel Master (Japan) (En),Japan
MK-1025-00,"Jewel Master (USA, Europe)",USA
T-24083-00,Jim Power - The Arcade Game (USA) (Proto),USA
T-107036-00,Jim Power - The Lost Dimension in 3D (World),World
00101FFC-23,Jimmy The Fruit Catcher (World) (v1.01),World
T-70206-00,Jimmy White's Whirlwind Snooker (Europe),Europe
T-103036-00,Joe & Mac (USA),USA
MK-1205-00,Joe Montana Football (World),World
MK-1209-00,Joe Montana II - Sports Talk Football (World),World
MK-1209-01,Joe Montana II - Sports Talk Football (World) (Rev A),World
T-50316-00,"John Madden Football '92 (USA, Europe)",USA
T-50446-00,"John Madden Football '93 (USA, Europe)",USA
T-50446-01,"John Madden Football '93 (USA, Europe) (Rev 1)",USA
T-50016-00,"John Madden Football (USA, Europe)",USA
T-50056-00,"John Madden Football (USA, Europe) (Sega Channel)",USA
T-50516-00,John Madden Football - Championship Edition (USA),USA
T-50316-00,John Madden Football - Pro Football (Japan) (En),Japan
T-50346-0,"Jordan vs Bird (USA, Europe)",USA
T-50346-1,"Jordan vs Bird (USA, Europe) (Rev 1)",USA
T-106223-00,Jordan vs Bird - One on One (Japan),Japan
T-79036,Journey from Darkness - Strider Returns (USA),USA
00000000-25,"Journey to Oblivion (World) (En,Pt) (Demo 1)",World
00000000-25,"Journey to Oblivion (World) (En,Pt) (Demo 2)",World
MK-1127-00,JuJu Densetsu (Japan) (En),Japan
T-81306-00,Judge Dredd (World),World
XXXXXXXX-XX,Judge Dredd (World) (Beta),World
T-22023-00,"Junction (Japan, USA) (En)",Japan
T-70176-00,"Jungle Book, The (Europe)",Europe
T-70176-00,"Jungle Book, The (Europe) (Beta)",Europe
T-70176-00,"Jungle Book, The (USA)",USA
T-50576-00,"Jungle Strike (USA, Europe)",USA
T-XXXXX-XX,"Jungle Strike (USA, Europe) (Beta)",USA
T-106203-00,Jungle Strike - Uketsugareta Kyouki (Japan),Japan
T-101016-00,Junker's High (Japan) (En) (Beta 1),Japan
00000000-00,Junte 4 (Brazil) (Mega Drive 4),Brazil
MK-1056-00,Jurassic Park (Europe),Europe
MK-1056-00,Jurassic Park (Europe) (Sega Channel),Europe
MK-1056-00,Jurassic Park (Japan) (En),Japan
MK-1056-00,Jurassic Park (USA),USA
MK-1056-00,Jurassic Park (USA) (Beta),USA
MK-1056-00,Jurassic Park (USA) (Sega Channel),USA
MK-1557-00,"Jurassic Park - Rampage Edition (USA, Europe)",USA
xx-xxxx-xx,"Jurassic Park - Rampage Edition (USA, Europe) (Beta 1)",USA
xx-xxxx-xx,"Jurassic Park - Rampage Edition (USA, Europe) (Beta 2)",USA
xx-xxxx-xx,"Jurassic Park - Rampage Edition (USA, Europe) (Beta 3)",USA
MK-1557-00,"Jurassic Park - Rampage Edition (USA, Europe) (Beta 4)",USA
MK-1557-00,"Jurassic Park - Rampage Edition (USA, Europe) (Beta 5)",USA
MK-1557-00,"Jurassic Park - Rampage Edition (USA, Europe) (Beta 6)",USA
MK-1557-00,"Jurassic Park - Rampage Edition (USA, Europe) (Beta 7)",USA
MK-1557-00,"Jurassic Park - Rampage Edition (USA, Europe) (Beta 8)",USA
MK-1557-00,"Jurassic Park - Rampage Edition (USA, Europe) (Beta 9)",USA
00000000-00,Jurl (World),World
T-81456-00,Justice League Task Force (World),World
00054002-00,Juuouki (Japan) (En),Japan
T-25013-00,Juusou Kihei Leynos (Japan),Japan
T-25013-00,Juusou Kihei Leynos (Japan) (Switch Online),Japan
T-25013-00,Juusou Kihei Leynos (Japan) (Virtual Console),Japan
T-47026-00,Ka-Ge-Ki (Japan),Japan
T-47026-00,Ka-Ge-Ki - Fists of Steel (USA),USA
T-48356-00,"Kawasaki Superbike Challenge (USA, Europe)",USA
T-000000-00,"Kawasaki Superbike Challenge (USA, Europe) (Beta)",USA
T-49143-00,"Kick Boxing, The (Japan, Korea) (En)",Japan
XXXXXXXX-01,Kick Off 3 - European Challenge (Europe) (Beta 1) (Menu),Europe
XXXXXXXX-01,Kick Off 3 - European Challenge (Europe) (Beta 1) (Menu) (Alt),Europe
XXXXXXXX-01,Kick Off 3 - European Challenge (Europe) (Beta 1) (Players),Europe
T-150016-00,Kick Off 3 - European Challenge (Europe) (Beta 2),Europe
T-23086-50,"Kick Off 3 - European Challenge (Europe) (En,Fr,De,Es,It)",Europe
MK-1010-00,"Kid Chameleon (USA, Europe)",USA
MK-1010-00,"Kid Chameleon (USA, Europe) (Beta)",USA
T-16013-00,Kidou Keisatsu Patlabor - 98-Shiki Kidou Seyo! (Japan),Japan
T-106213-00,"Killing Game Show, The (Japan) (En)",Japan
00000000-00,King & Balloon MD (World),World
T-28053-00,King Salmon (Japan),Japan
T-23026-00,King Salmon - The Big Catch (USA),USA
MK-1086-50,King of the Monsters (Europe),Europe
G-4104-00,King of the Monsters (Japan),Japan
T-103026-00,King of the Monsters (USA),USA
T-103056-00,King of the Monsters 2 (USA),USA
T-50136-01,"King's Bounty - The Conqueror's Quest (USA, Europe)",USA
00000000-00,Kingdom Euphoria (World),World
T-46033-00,Kishi Densetsu (Japan),Japan
00054503-00,Kiss Shot (Japan) (Sega Game Toshokan),Japan
T-14063-00,Klax (Japan) (Namco),Japan
T-48016-00,"Klax (USA, Europe) (Tengen)",USA
T-48016-00,"Klax (USA, Europe) (Tengen) (Beta)",USA
54320669-00,"Klirk, The (World)",World
54320669-00,"Klirk, The (World) (PAL)",World
T-148166-00,Klondike (USA) (Sega Channel),USA
MK-0000-00,Knights & Demons (World),World
00000000-00,Kolobok - Pyramid (Russia),Russia
00004017-00,Kongque Wang 2 - Huanying Cheng (China) (Pirate),China
T-28033-00,Koutetsu Teikoku (Japan),Japan
T-081036-00,"Krusty's Super Fun House (USA, Europe)",USA
T-081036-01,"Krusty's Super Fun House (USA, Europe) (Rev A)",USA
00004017-00,Kujaku Ou 2 - Geneijou (Japan),Japan
00000000-00,Kunio no Nekketsu - School Fighters (World) (Beta 1),World
00000000-00,"Kunio no Nekketsu - School Fighters (World) (En,Ja) (v1.7)",World
00000000-00,Kunio no Nekketsu - School Fighters (World) (Ja) (Beta 2),World
00000000-00,Kunio no Nekketsu - School Fighters (World) (v1.5),World
00000000-00,Kunio no Nekketsu - School Fighters (World) (v1.6),World
T-49043-00,Kuuga - Operation Code 'Vapor Trail' (Japan),Japan
T-14103-00,Kyuukai Douchuuki (Japan),Japan
T-14103-00,Kyuukai Douchuuki (Japan) (Rev 1) (Beta) (Sega Channel),Japan
T-24033-00,Kyuukyoku Tiger (Japan) (En),Japan
T-106153-00,LHX Attack Chopper (Japan),Japan
T-50416-00,"LHX Attack Chopper (USA, Europe)",USA
T-50846-00,"La Russa Baseball 95 (USA, Australia)",USA
00000000-00,"Ladder's Room (World) (En,Ja)",World
T-50046-00,"Lakers versus Celtics and the NBA Playoffs (USA, Europe)",USA
T-50046-00,"Lakers versus Celtics and the NBA Playoffs (USA, Europe) (Beta)",USA
MK-1353-00,Landstalker (USA),USA
MK-1353,Landstalker (USA) (Beta),USA
MK-1353-00,Landstalker (USA) (Genesis Mini),USA
MK-1353-00,Landstalker (USA) (Sega Channel),USA
MK-1353-00,Landstalker - Die Schatze von Konig Nolo (Germany),Germany
MK-1353-00,Landstalker - Die Schatze von Konig Nolo (Germany) (Mega Drive Mini),Germany
00005517-005,Landstalker - Koutei no Zaihou (Japan),Japan
00005517-00,Landstalker - Koutei no Zaihou (Japan) (Mega Drive Mini),Japan
MK-1353-00,Landstalker - Le Tresor du Roi Nole (France),France
MK-1353-00,Landstalker - Le Tresor du Roi Nole (France) (Mega Drive Mini),France
MK-1353-00,Landstalker - The Treasures of King Nole (Europe),Europe
MK-1353-00,Landstalker - The Treasures of King Nole (Europe) (Mega Drive Mini),Europe
T-25103-00,Langrisser (Japan),Japan
T-025143-00,Langrisser II (Japan),Japan
T-025143-01,Langrisser II (Japan) (Rev A),Japan
T-025143-02,Langrisser II (Japan) (Rev B),Japan
T-93066-00,Last Action Hero (USA),USA
00004012-00,"Last Battle (USA, Europe, Korea) (En)",USA
00000000-00,"Last Defense (World) (En,Es)",World
00000000-00,"Last Defense 2 (World) (En,Es)",World
T-48336-00,"Lawnmower Man, The (USA, Europe)",USA
12345678-00,"Lawnmower Man, The (USA, Europe) (Beta)",USA
00000000-00,Left Right Up Down You and Me (World),World
T-50406-01,"Legend of Galahad, The (USA, Europe)",USA
SF-002,"Legend of Wukong (USA, Europe) (Super Fighter Team)",USA
MK-1354-00,"Legende de Thor, La (France)",France
MK-1354-00,"Legende de Thor, La (France) (Mega Drive Mini)",France
00000000-00,Lego Batman (Russia),Russia
00000000-00,Lego Pirates of the Caribbean (Russia),Russia
MK-1704-00,Lemmings (Europe),Europe
T-15063-01,"Lemmings (Japan, Korea) (En)",Japan
T-15063-00,Lemmings (USA),USA
T-113036-00,Lemmings 2 - The Tribes (Europe),Europe
T-113036-00,Lemmings 2 - The Tribes (USA),USA
T-95096-00,Lethal Enforcers (Europe),Europe
T-95073-00,Lethal Enforcers (Japan) (En),Japan
T-95096-00,Lethal Enforcers (USA),USA
T-95096-FF,Lethal Enforcers (USA) (Beta),USA
T-95136-00,Lethal Enforcers II - Gun Fighters (Europe),Europe
T-95136-00,Lethal Enforcers II - Gun Fighters (USA),USA
T-76106-00,Liberty or Death (USA),USA
MK-01187-00,"Light Crusader (Europe) (En,Fr,De,Es)",Europe
MK-01187-00,"Light Crusader (Europe) (En,Ja,Fr,De,Es) (Mega Drive Mini)",Europe
G-005545-00,"Light Crusader (Japan) (En,Ja)",Japan
G-005545-00,"Light Crusader (Japan) (En,Ja) (Mega Drive Mini)",Japan
G-005545-00,"Light Crusader (Korea) (En,Ko)",Korea
MK-01187-00,Light Crusader (USA),USA
G-????,Light Crusader (USA) (Beta 1),USA
MK-01187-00,Light Crusader (USA) (Beta 2),USA
MK-01187-00,Light Crusader (USA) (Genesis Mini),USA
MK-1143,Lightening Force - Quest for the Darkstar (USA),USA
T-18063-00,Lightening Force - Quest for the Darkstar (USA) (Sega Ages),USA
T-70316-00,"Lion King, The (World)",World
T-70316-00,"Lion King, The (World) (Beta)",World
T-70316-00,"Lion King, The (World) (Disney Classic Games)",World
T-83126-00,Lobo (USA) (Proto),USA
T-83126-00,Lobo (USA) (Proto) (Alt),USA
00000000-00,Lock and Toad (World),World
G-005534-00,Lord Monarch - Tokoton Sentou Densetsu (Japan),Japan
T-70226-50,"Lost Vikings, The (Europe) (En,Fr,De)",Europe
T-.oOOo.,"Lost Vikings, The (Europe) (En,Fr,De) (Beta)",Europe
T-125016-00,"Lost Vikings, The (USA)",USA
T-119216-00,"Lost Vikings, The (USA) (Rev 1)",USA
MK-1846-00,"Lost World, The - Jurassic Park (USA, Europe)",USA
T-50746-00,"Lotus II (USA, Europe)",USA
?-?????-??,"Lotus II (USA, Europe) (Beta)",USA
T-50476-03,"Lotus Turbo Challenge (USA, Europe)",USA
