serial,name,region
SNSP-LV,"Lost Vikings II, The - Norse by Norsewest (Europe) (En,Fr,De)",Europe
SNSP-LV,"Lost Vikings, The (Europe)",Europe
SNSP-LV,"Lost Vikings, The (France) (En,Fr)",
SNSP-LV,"Lost Vikings, The (Germany)",
SNSP-LV,"Lost Vikings, The (Spain)",
SNS-LV,"Lost Vikings, The (USA)",USA
SNSP-AOMD-NOE,Lothar Matthaeus Super Soccer (Germany),
SHVC-ALQJ-JPN,Love Quest (Japan),Japan
SNSP-ALYP-EUR,"Lucky Luke (Europe) (En,Fr,De,Es)",Europe
SNS-ES,Lufia & the Fortress of Doom (USA),USA
SNSP-ANIP-EUR,Lufia (Europe),Europe
SNSP-ANIP-EUR,Lufia (Germany),
SNSP-ANIP-EUR,Lufia (Netherlands),
SNSP-ANIP-EUR,Lufia (Spain),
SNS-ANIE-USA,Lufia II - Rise of the Sinistrals (USA),USA
SHVC-ALPJ-JPN,Lupin Sansei - Densetsu no Hihou o Oe! (Japan),Japan
SNS-XH,MLBPA Baseball (USA),USA
SHVC-VP,MVP Baseball (Japan),Japan
SNS-9M,Madden NFL '94 (USA),USA
SNSP-ANLP-EUR,Madden NFL 95 (Europe),Europe
SNS-ANLE-USA,Madden NFL 95 (USA),USA
SNS-A6FE-USA,Madden NFL 96 (USA),USA
SNS-A7NE-USA,Madden NFL 97 (USA),USA
SNS-A8NE-USA,Madden NFL 98 (USA),USA
SHVC-ADYJ-JPN,Madou Monogatari - Hanamaru Daiyouchienji (Japan),Japan
SHVC-C9-JPN,Maerchen Adventure Cotton 100% (Japan),Japan
SNSP-YG,Magic Boy (Europe),Europe
SNS-YG,Magic Boy (USA),USA
SHVC-D9,Magic Johnson no Super Slam Dunk (Japan),Japan
SNSP-MD,Magic Sword (Europe),Europe
SHVC-MD,Magic Sword (Japan),Japan
SNS-MD,Magic Sword (USA),USA
SHVC-AD7J-JPN,Magical Drop (Japan),Japan
SHVC-AOKJ-JPN,Magical Drop 2 (Japan),Japan
SHVC-AOKJ-JPN,Magical Drop 2 (Japan) (Bunka Housou Special Version),Japan
SHVC-AIAJ-JPN,Magical Pop'n (Japan),Japan
SNSP-MI,"Magical Quest Starring Mickey Mouse, The (Europe)",Europe
SNSP-MI,"Magical Quest Starring Mickey Mouse, The (Europe) (Rev 1)",Europe
SNSP-MI,"Magical Quest Starring Mickey Mouse, The (Germany)",
SNSP-MI,"Magical Quest Starring Mickey Mouse, The (Germany) (Rev 1)",
SNS-MI,"Magical Quest Starring Mickey Mouse, The (USA)",USA
SHVC-TL,Magical Taruruuto-kun - Magic Adventure (Japan),Japan
SHVC-AMBJ-JPN,Magna Braban - Henreki no Yuusha (Japan),Japan
SHVC-AHMJ-JPN,Mahjong Club (Japan),Japan
SHVC-59,Mahjong Gokuu Tenjiku (Japan),Japan
SHVC-AHVJ-JPN,Mahjong Hanjouki (Japan),Japan
SHVC-ARUJ-JPN,Mahjong Hishouden - Shin Naki no Ryuu (Japan),Japan
SHVC-Y3,Mahjong Sengoku Monogatari (Japan),Japan
SHVC-AIQJ-JPN,Mahjong Taikai II (Japan),Japan
SHVC-AIQJ-JPN,Mahjong Taikai II (Japan) (Rev 1),Japan
SHVC-TY,"Mahjong Touhaiden, The (Japan)",Japan
SHVC-9P,Mahou Poi Poi Poitto! (Japan),Japan
SHVC-AGUJ-JPN,Mahoujin Guruguru (Japan),Japan
SHVC-A99J-JPN,Mahoujin Guruguru 2 (Japan),Japan
SHVC-ZM,Majin Tensei (Japan),Japan
SHVC-ZM,Majin Tensei (Japan) (Rev 1),Japan
SHVC-ZM,Majin Tensei (Japan) (Rev 2),Japan
SHVC-AZ2J-JPN,Majin Tensei II - Spiral Nemesis (Japan),Japan
SNSP-MT,Major Title (Europe),Europe
SHVC-MT,Major Title (Japan),Japan
SHVC-AOHJ-JPN,Majuu Ou (Japan),Japan
SHVC-MM-JPN,Maka Maka (Japan),Japan
SHVC-M7-JPN,Makeruna! Makendou (Japan),Japan
SHVC-AM2J-JPN,Makeruna! Makendou 2 - Kimero! Youkai Souridaijin (Japan),Japan
SNSP-AOMP-EUR,Manchester United Championship Soccer (Europe),Europe
SNSP-MU,Mario Is Missing! (Europe),Europe
SNSP-MU,Mario Is Missing! (France),
SNSP-MU,Mario Is Missing! (Germany),
SNS-MU-USA,Mario Is Missing! (USA),USA
SNSP-MP,Mario Paint (Europe),Europe
SHVC-ACXJ-JPN,Mario no Super Picross (Japan),Japan
SHVC-WE,Mario to Wario (Japan) (En),Japan
SNS-AMYE-USA,Mario's Early Years - Fun with Letters (USA),USA
SNS-YR,Mario's Early Years - Fun with Numbers (USA),USA
SNS-AMEE-USA,Mario's Early Years - Preschool Fun (USA),USA
SNS-8M,Mario's Time Machine (USA),USA
SNS-AOAE-USA,Mark Davis' The Fishing Master (USA),USA
SNSP-AMRP-EUR,"Marko's Magic Football (Europe) (En,Fr,De,Es)",Europe
SHVC-AMNJ-JPN,Marmalade Boy (Japan),Japan
SHVC-AHZJ-JPN,Marvel Super Heroes - War of the Gems (Japan),Japan
SNSP-AHZP-EUR,Marvel Super Heroes in War of the Gems (Europe),Europe
SNS-AHZE-USA,Marvel Super Heroes in War of the Gems (USA),USA
SHVC-AVRJ-JPN,Marvelous - Mouhitotsu no Takara-jima (Japan),Japan
SNS-AFRE-USA,Mary Shelley's Frankenstein (USA),USA
SHVC-AV9J-JPN,Mask (Japan),Japan
SNSP-AMGP-EUR,"Mask, The (Europe)",Europe
SNS-AMGE-USA,"Mask, The (USA)",USA
SHVC-O2,Masters - Harukanaru Augusta 2 (Japan),Japan
SHVC-AO3J-JPN,Masters New - Harukanaru Augusta 3 (Japan),Japan
SHVC-AO3J-JPN,Masters New - Harukanaru Augusta 3 (Japan) (Rev 1),Japan
SHVC-AZ9J-JPN,Maten Densetsu - Senritsu no Ooparts (Japan),Japan
SNS-AMME-USA,Math Blaster - Episode 1 (USA),USA
SHVC-AMVJ-JPN,Matsukata Hiroki no Super Trawling (Japan),Japan
SHVC-24,Matsumura Kunihiro Den - Saikyou no Rekishi o Nurikaero! (Japan),Japan
SNS-AZBE-USA,Maui Mallard in Cold Shadow (USA),USA
SHVC-JZ,Mazinger Z (Japan),Japan
SNS-TS-USA,Mecarobot Golf (USA),USA
SNSP-WM,MechWarrior (Europe),Europe
SNSP-WM,MechWarrior (France),
SNSP-WM,MechWarrior (Germany),
SNSP-WM,MechWarrior (Italy),
SNSP-WM,MechWarrior (Spain),
SNS-WM,MechWarrior (USA),USA
SNSP-A35P-EUR,MechWarrior 3050 (Europe),Europe
SNS-A35E-USA,MechWarrior 3050 (USA),USA
SNSP-A7RP-EUR,Mega Man 7 (Europe),Europe
SNS-A7RE-USA,Mega Man 7 (USA),USA
SNS-RQ,Mega Man Soccer (USA),USA
SNSP-RX,Mega Man X (Europe),Europe
SNS-P-RX,Mega Man X (USA),USA
SNS-P-RX,Mega Man X (USA) (Rev 1),USA
SNSP-ARXP-EUR,Mega Man X2 (Europe),Europe
SNS-ARXE-USA,Mega Man X2 (USA),USA
SNSP-AR3P-EUR,Mega Man X3 (Europe),Europe
SNS-AR3E-USA,Mega Man X3 (USA),USA
SHVC-MZ-JPN,Mega lo Mania - Jikuu Daisenryaku (Japan),Japan
SNSP-MZ-NOE,"Mega-Lo-Mania (Europe) (En,Fr,De)",Europe
SHVC-YZ,Melfand Stories (Japan),Japan
SNSP-KD,Metal Combat - Falcon's Revenge (Europe),Europe
SNS-KD,Metal Combat - Falcon's Revenge (USA),USA
SNSP-6M-NOE,Metal Marines (Europe),Europe
SNS-6M-USA,Metal Marines (USA),USA
SHVC-MX-JPN,Metal Max 2 (Japan),Japan
SHVC-AZMJ-JPN,Metal Max Returns (Japan),Japan
SNS-AMHE-USA,Metal Morph (USA),USA
SHVC-BMSJ-JPN,Metal Slader Glory - Director's Cut (Japan) (NP),Japan
SNS-AWME-USA,Metal Warriors (USA),USA
SHVC-AMAJ-JPN,Michael Andretti's IndyCar Challenge (Japan),Japan
SNS-AMAE-USA,Michael Andretti's IndyCar Challenge (USA),USA
SNSP-AWCP-EUR,Michael Jordan - Chaos in the Windy City (Europe),Europe
SNS-AWCE-USA,Michael Jordan - Chaos in the Windy City (USA),USA
SNSP-AMIP-EUR,Mickey Mania (Europe),Europe
SHVC-AMIJ-JPN,Mickey Mania - The Timeless Adventures of Mickey Mouse (Japan),Japan
SNS-AMIE-USA,Mickey Mania - The Timeless Adventures of Mickey Mouse (USA),USA
SHVC-MI,Mickey no Magical Adventure (Japan),Japan
SHVC-MI,Mickey no Magical Adventure (Japan) (Rev 1),Japan
SHVC-ZJ,Mickey no Tokyo Disneyland Daibouken (Japan),Japan
SHVC-AM3J-JPN,Mickey to Donald - Magical Adventure 3 (Japan),Japan
SHVC-4C,Mickey to Minnie - Magical Adventure 2 (Japan),Japan
SNS-6U,Mickey's Ultimate Challenge (USA),USA
SNSP-AH3P-EUR,Micro Machines (Europe),Europe
SNS-AH3E-USA,Micro Machines (USA),USA
SNSP-A2XP-EUR,Micro Machines 2 - Turbo Tournament (Europe),Europe
SHVC-MV,Might and Magic - Book II (Japan),Japan
SNSP-MG,Might and Magic II (Europe),Europe
SNSP-MG,Might and Magic II (Germany),
SNS-3H-USA,Might and Magic III - Isles of Terra (USA),USA
SNS-AMOE-USA,Mighty Max (USA),USA
SHVC-PM-JPN,Mighty Morphin Power Rangers (Japan),Japan
SNSP-A3RP-EUR,Mighty Morphin Power Rangers - The Fighting Edition (Europe),Europe
SNS-A3RE-USA,Mighty Morphin Power Rangers - The Fighting Edition (USA),USA
SNSP-A2RP-EUR,Mighty Morphin Power Rangers - The Movie (Europe),Europe
SNS-A2RE-USA,Mighty Morphin Power Rangers - The Movie (USA),USA
SHVC-AQ9J-JPN,Milandra (Japan),Japan
SHVC-NG,Militia (Japan),Japan
SHVC-BM4J-JPN,Mini Yonku Let's & Go!! - Power WGP 2 (Japan),Japan
SHVC-A4WJ-JPN,Mini Yonku Shining Scorpion - Let's & Go!! (Japan),Japan
SHVC-ACPJ-JPN,Miracle Casino Paradise (Japan),Japan
SHVC-QP,Miracle Girls (Japan),Japan
SNS-MR,"Miracle Piano Teaching System, The (USA)",USA
SHVC-AFAJ-JPN,Miyaji Shachou no Pachinko Fan - Shouri Sengen 2 (Japan),Japan
SHVC-AYHJ-JPN,Mizuki Shigeru no Youkai Hyakkiyakou (Japan),Japan
SNSP-AJYP-EUR,Mohawk & Headphone Jack (Europe),Europe
SNS-AJYE-USA,Mohawk & Headphone Jack (USA),USA
SHVC-AH8J-JPN,Momotarou Dentetsu Happy (Japan),Japan
SHVC-ML,Monopoly (Japan),Japan
SHVC-AMLJ-JPN,"Monopoly Game 2, The (Japan)",Japan
SHVC-AMKJ-JPN,Monstania (Japan),Japan
SHVC-3M,Monster Maker III - Hikari no Majutsushi (Japan),Japan
SHVC-AK2J-JPN,Monster Maker Kids - Ousama ni Naritai (Japan),Japan
SNSP-KX,Mortal Kombat (Europe),Europe
SNSP-KX,Mortal Kombat (Europe) (Rev 1),Europe
SNS-28-USA,Mortal Kombat (USA),USA
SHVC-KX,Mortal Kombat - Shinken Kourin Densetsu (Japan),Japan
SNSP-A3MP-EUR,Mortal Kombat 3 (Europe),Europe
SNS-A3ME-USA,Mortal Kombat 3 (USA),USA
SNSP-28,Mortal Kombat II (Europe),Europe
SNSP-28,Mortal Kombat II (Europe) (Rev 1),Europe
SNS-28,Mortal Kombat II (USA),USA
SNS-28,Mortal Kombat II (USA) (Rev 1),USA
SHVC-28,Mortal Kombat II - Kyuukyoku Shinken (Japan),Japan
SHVC-MB,Mother 2 - Gyiyg no Gyakushuu (Japan),Japan
SHVC-WK,Motoko-chan no Wonder Kitchen (Japan),Japan
SHVC-AOEJ-JPN,Motteke Oh! Dorobou (Japan),Japan
SHVC-M2,Mouryou Senki Madara 2 (Japan),Japan
SNSP-AUNP-EUR,Mr. Do! (Europe),Europe
SHVC-AUNJ-JPN,Mr. Do! (Japan),Japan
SNS-AUNE-USA,Mr. Do! (USA),USA
SNSP-N8,"Mr. Nutz (Europe) (En,Fr)",Europe
SHVC-ANUJ-JPN,Mr. Nutz (Japan),Japan
SNS-N8,"Mr. Nutz (USA) (En,Fr)",USA
SNSP-AN8P-EUR,Ms. Pac-Man (Europe),Europe
SNS-AN8E-USA,Ms. Pac-Man (USA),USA
SHVC-AK6J-JPN,Mujintou Monogatari (Japan),Japan
SHVC-A3VJ-JPN,Multi Play Volleyball (Japan),Japan
SHVC-ZW,Muscle Bomber - The Body Explosion (Japan),Japan
SNS-MY,Musya - The Classic Japanese Tale of Horror (USA),USA
SHVC-MC,Mystery Circle (Japan),Japan
SHVC-AEAJ-JPN,Mystic Ark (Japan),Japan
SNSP-MQ,Mystic Quest Legend (Europe),Europe
SNSP-MQ,Mystic Quest Legend (France),
SNSP-MQ,Mystic Quest Legend (Germany),
SNSP-NB,NBA All-Star Challenge (Europe),Europe
SHVC-NB,NBA All-Star Challenge (Japan),Japan
SNS-NB,NBA All-Star Challenge (USA),USA
SNSP-ANJP-EUR,NBA Give 'n Go (Europe),Europe
SNS-ANJE-USA,NBA Give 'n Go (USA),USA
SNS-AXGE-USA,NBA Hang Time (USA),USA
SNSP-8N,NBA Jam (Europe),Europe
SNSP-8N,NBA Jam (Europe) (Rev 1),Europe
SHVC-8N,NBA Jam (Japan),Japan
SNS-8N-USA,NBA Jam (USA),USA
SNS-8N-USA,NBA Jam (USA) (Rev 1),USA
SNSP-AJTP-EUR,NBA Jam - Tournament Edition (Europe),Europe
SHVC-AJTJ-JPN,NBA Jam - Tournament Edition (Japan),Japan
SNS-AJTE-USA,NBA Jam - Tournament Edition (USA),USA
SHVC-ANJJ-JPN,NBA Jikkyou Basket - Winning Dunk (Japan),Japan
SNSP-ANBP-EUR,NBA Live 95 (Europe),Europe
SHVC-ANBJ-JPN,NBA Live 95 (Japan),Japan
SNS-ANBE-USA,NBA Live 95 (USA),USA
SNSP-A6BP-EUR,NBA Live 96 (Europe),Europe
SNS-A6BE-USA,NBA Live 96 (USA),USA
SNSP-A7LP-EUR,NBA Live 97 (Europe),Europe
SNS-A7LE-USA,NBA Live 97 (USA),USA
SNS-A8LE-USA,NBA Live 98 (USA),USA
SHVC-6N,NBA Pro Basketball '94 - Bulls vs Suns (Japan),Japan
SHVC-BU,NBA Pro Basketball - Bulls vs Blazers (Japan),Japan
SNS-6N,NBA Showdown (USA),USA
SNS-DU,NCAA Basketball (USA),USA
SNS-DU,NCAA Basketball (USA) (Arcade),USA
SNS-DU,NCAA Basketball (USA) (Rev 1),USA
SNS-AFIE-USA,NCAA Final Four Basketball (USA),USA
SNS-AFBE-USA,NCAA Football (USA),USA
SNSP-NF,NFL Football (Europe),Europe
SHVC-NF,NFL Football (Japan),Japan
SNS-NF,NFL Football (USA),USA
SHVC-9M,NFL Pro Football '94 (Japan),Japan
SHVC-Q9,NFL Quarterback Club '95 (Japan),Japan
SNSP-Q9,NFL Quarterback Club (Europe),Europe
SNS-Q9,NFL Quarterback Club (USA),USA
SNSP-AQBP-EUR,NFL Quarterback Club 96 (Europe),Europe
SHVC-AQBJ-JPN,NFL Quarterback Club 96 (Japan),Japan
SNS-AQBE-USA,NFL Quarterback Club 96 (USA),USA
SNS-4H,NHL '94 (USA),USA
SNSP-ANHP-EUR,NHL 95 (Europe),Europe
SNS-ANHE-USA,NHL 95 (USA),USA
SNSP-A6HP-EUR,NHL 96 (Europe),Europe
SNS-6H,NHL 96 (USA),USA
SNSP-AH7P-EUR,NHL 97 (Europe),Europe
SNSP-AH7P-EUR,NHL 97 (Europe) (Rev 1),Europe
SNS-AH7E-USA,NHL 97 (USA),USA
SNS-AH7E-USA,NHL 97 (USA) (Rev 1),USA
SNS-AH8E-USA,NHL 98 (USA),USA
SNSP-4H,NHL Hockey '94 (Europe),Europe
SHVC-4H,NHL Pro Hockey '94 (Japan),Japan
SNS-NH-USA,"NHL Stanley Cup (USA) (En,Fr)",USA
SNSP-HY,NHLPA Hockey 93 (Europe),Europe
SNS-HY,NHLPA Hockey 93 (USA),USA
SHVC-ANSJ-JPN,Nage Libre - Seijaku no Suishin (Japan),Japan
SHVC-I5-JPN,Nakajima Satoru Kanshuu - F-1 Hero '94 (Japan),Japan
SHVC-S4,Nakajima Satoru Kanshuu - Super F-1 Hero (Japan),Japan
SHVC-OU,Nakano Kouichi Kanshuu Keirin Ou (Japan),Japan
SHVC-RY,Naki no Ryuu - Mahjong Hishouden (Japan),Japan
SHVC-NO,Namcot Open (Japan),Japan
SHVC-N7,Nangoku Shounen Papuwa-kun (Japan),Japan
SHVC-QV,Naruhodo! The World (Japan),Japan
SHVC-ACBJ-JPN,Natsuki Crisis Battle (Japan),Japan
SNS-7W,Natsume Championship Wrestling (USA),USA
SHVC-JH-JPN,Naxat Super Pinball - Jaki Crush (Japan),Japan
SHVC-AEBJ-JPN,Nekketsu Tairiku Burning Heroes (Japan),Japan
SHVC-W3,Neugier - Umi to Kaze no Kodou (Japan),Japan
SHVC-GA,New 3D Golf Simulation - Harukanaru Augusta (Japan),Japan
SHVC-GA,New 3D Golf Simulation - Harukanaru Augusta (Japan) (Rev 1),Japan
SHVC-GB-JPN,New 3D Golf Simulation - Pebble Beach no Hatou (Japan),Japan
SHVC-GC,New 3D Golf Simulation - Waialae no Kiseki (Japan),Japan
SNS-QL,New Horizons (USA),USA
SHVC-A4YJ-JPN,New Yatterman - Nandai Kandai Yajirobee (Japan),Japan
SNSP-ANMP-EUR,Newman Haas IndyCar featuring Nigel Mansell (Europe),Europe
SNS-ANME-USA,Newman Haas IndyCar featuring Nigel Mansell (USA),USA
SHVC-NN,Nice de Shot (Japan),Japan
SHVC-AACJ-JPN,Nichibutsu Arcade Classics (Japan),Japan
SHVC-AAEJ-JPN,Nichibutsu Arcade Classics 2 - Heiankyou Alien (Japan),Japan
SHVC-AECJ-JPN,Nichibutsu Collection 1 (Japan),Japan
SHVC-A2BJ-JPN,Nichibutsu Collection 2 (Japan),Japan
SNS-ANGE-USA,Nickelodeon GUTS (USA),USA
SHVC-NC,Nigel Mansell F-1 Challenge (Japan),Japan
SHVC-ANMJ-JPN,Nigel Mansell IndyCar (Japan),Japan
SNSP-M8,Nigel Mansell's World Championship Racing (Europe),Europe
SNSP-M8,Nigel Mansell's World Championship Racing (Europe) (Gremlin Graphics),Europe
SNSP-M8,Nigel Mansell's World Championship Racing (Europe) (Rev 1),Europe
SNS-M8,Nigel Mansell's World Championship Racing (USA),USA
SNS-ANRE-USA,Ninja Gaiden Trilogy (USA),USA
SHVC-ANRJ-JPN,Ninja Ryuuken Den Tomoe (Japan),Japan
SNS-NI,Ninjawarriors (USA),USA
SNSP-NI,Ninjawarriors - The New Generation (Europe),Europe
SHVC-NI,"Ninjawarriors Again, The (Japan)",Japan
SHVC-ANTJ-JPN,Nintama Rantarou (Japan),Japan
SHVC-A2NJ-JPN,Nintama Rantarou 2 (Japan),Japan
SHVC-AEXJ-JPN,Nintama Rantarou 3 (Japan),Japan
SHVC-ANXJ-JPN,Nintama Rantarou Special (Japan),Japan
SNSP-LR,Nintendo Scope 6 (Europe),Europe
SHVC-AI3J-JPN,Nishijin Pachinko 3 (Japan),Japan
SHVC-ANPJ-JPN,Nishijin Pachinko Monogatari (Japan),Japan
SHVC-AN5J-JPN,Nishijin Pachinko Monogatari 2 (Japan),Japan
SHVC-NP-JPN,Nitropunks - Might Heads (Japan),Japan
SNS-ANOE-USA,No Escape (USA),USA
SHVC-NK,Nobunaga no Yabou - Haouden (Japan),Japan
SHVC-NK,Nobunaga no Yabou - Haouden (Japan) (Rev 1),Japan
SHVC-AN6J-JPN,Nobunaga no Yabou - Tenshouki (Japan),Japan
SNS-NZ-USA,Nobunaga's Ambition (USA),USA
SNS-NR-USA,Nolan Ryan's Baseball (USA),USA
SHVC-AAPJ-JPN,Nomark Baku Haitou - Shijou Saikyou no Janshi-tachi (Japan),Japan
SHVC-99,Nontan to Issho - Kurukuru Puzzle (Japan),Japan
SHVC-NS,Nosferatu (Japan),Japan
SNS-NS,Nosferatu (USA),USA
SHVC-AN7J-JPN,Numbers Paradise (Japan),Japan
SNS-7B,Obitus (USA),USA
SHVC-ON,Oda Nobunaga - Haou no Gundan (Japan),Japan
SHVC-07,Odekake Lester - Lelele no Le (^^; (Japan),Japan
SHVC-BORJ-JPN,Oekaki Logic (Japan) (NP),Japan
SHVC-BOSJ-JPN,Oekaki Logic 2 (Japan) (NP),Japan
SNS-OB,Ogre Battle - The March of the Black Queen (USA),USA
SHVC-OG,Okamoto Ayako to Match Play Golf - Ko Olina Golf Club in Hawaii (Japan),Japan
SHVC-ZY,Olivia no Mystery (Japan),Japan
SNSP-AO9P-EUR,Olympic Summer Games (Europe),Europe
SNS-AO9E-USA,Olympic Summer Games (USA),USA
SNSP-CT,On the Ball (Europe),Europe
SNS-CT,On the Ball (USA),USA
SHVC-ZMCJ-JPN,Ongaku Tsukuru Kanadeeru (Japan),Japan
SHVC-OV,Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu (Japan),Japan
SHVC-AOAJ-JPN,Oomono Black Bass Fishing - Jinzouko Hen (Japan),Japan
SHVC-OA-JPN,Oonita Atsushi FMW (Japan),Japan
SHVC-OZ,Oozumou Spirits (Japan),Japan
SNS-YP,Operation Europe - Path to Victory 1939-45 (USA),USA
SNSP-IY-NOE,Operation Logic Bomb - The Ultimate Search & Destroy (Europe),Europe
SNS-IY-USA,Operation Logic Bomb - The Ultimate Search & Destroy (USA),USA
SNSP-AOSP-EUR,Operation Starfi5h (Europe),Europe
SNS-36,Operation Thunderbolt (USA),USA
SHVC-ACUJ-JPN,Oraga Land Shusai - Best Farmer Shuukakusai (Japan),Japan
SNS-AOZE-USA,Oscar (USA),USA
SHVC-OJ-JPN,Ossu!! Karate-bu (Japan),Japan
SHVC-TO,Othello World (Japan),Japan
SHVC-AOCJ-JPN,Otoboke Ninja Colosseum (Japan),Japan
SHVC-OT-JPN,Otogirisou (Japan),Japan
SHVC-AOUJ-JPN,Ou-chan no Oekaki Logic (Japan),Japan
SNS-TW-USA,Out of this World (USA),USA
SNS-P8-USA,Out to Lunch (USA),USA
SHVC-TW,Outer World (Japan),Japan
SNSP-LD,Outlander (Europe),Europe
SNS-LD,Outlander (USA),USA
SHVC-APUJ-JPN,P-Man (Japan),Japan
SNS-TK,P.T.O. - Pacific Theater of Operations (USA),USA
SNS-ATEE-USA,P.T.O. II - Pacific Theater of Operations (USA),USA
SNS-AEPE,PGA European Tour (USA),USA
SNSP-ASGP,PGA Tour 96 (Europe),Europe
SNS-ASGE,PGA Tour 96 (USA),USA
SNS-ASGE,PGA Tour 96 (USA) (Rev 1),USA
SNSP-PG,PGA Tour Golf (Europe),Europe
SHVC-PG,PGA Tour Golf (Japan),Japan
SNS-PG,PGA Tour Golf (USA),USA
SNS-PG,PGA Tour Golf (USA) (Rev 1),USA
SNSP-P9,Pac-Attack (Europe),Europe
SNS-P9,Pac-Attack (USA),USA
SNSP-APTP-EUR,Pac-In-Time (Europe),Europe
SHVC-APTJ-JPN,Pac-In-Time (Japan),Japan
SNS-APTE-USA,Pac-In-Time (USA),USA
SNSP-25-EUR,Pac-Man 2 - The New Adventures (Europe),Europe
SNSP-25-EUR,Pac-Man 2 - The New Adventures (France),
SNSP-25-EUR,Pac-Man 2 - The New Adventures (Germany),
SNS-25-USA,Pac-Man 2 - The New Adventures (USA),USA
SHVC-AGAJ-JPN,Pachi-Slot Gambler (Japan),Japan
SHVC-AUYJ-JPN,Pachi-Slot Kanzen Kouryaku - Universal Shindai Nyuuka Volume 1 (Japan),Japan
SHVC-77,Pachi-Slot Kenkyuu (Japan),Japan
SHVC-7P,Pachi-Slot Land - Pachipachi Coin no Densetsu (Japan),Japan
SHVC-P5,Pachi-Slot Love Story (Japan),Japan
SHVC-A2WJ-JPN,Pachi-Slot Monogatari - PAL Kougyou Special (Japan),Japan
SHVC-9K,Pachi-Slot Monogatari - Universal Special (Japan),Japan
SHVC-APVJ-JPN,Pachinko Challenger (Japan),Japan
SHVC-APSJ-JPN,Pachinko Fan - Shouri Sengen (Japan),Japan
SHVC-APKJ-JPN,Pachinko Maruhi Hisshouhou (Japan),Japan
SHVC-KS,Pachinko Monogatari - Pachi-Slot mo Aru deyo!! (Japan),Japan
SHVC-A2PJ-JPN,Pachinko Monogatari 2 - Nagoya Shachihoko no Teiou (Japan),Japan
SHVC-ALCJ-JPN,Pachinko Ren-chan Tengoku - Super CR Special (Japan),Japan
SHVC-A77J-JPN,Pachinko Tetsujin - Nanaban Shoubu (Japan),Japan
SHVC-PC,Pachinko Wars (Japan),Japan
SHVC-PC,Pachinko Wars II (Japan),Japan
SHVC-PA,Pachio-kun Special (Japan),Japan
SHVC-OC,Pachio-kun Special 2 (Japan),Japan
SHVC-AP3J-JPN,Pachio-kun Special 3 (Japan),Japan
M/SNS-APYE-USA,"Packy & Marlon (USA) (En,Fr,Es)",USA
SNSP-APMP-EUR,"Pagemaster, The (Europe)",Europe
SNS-APME-USA,"Pagemaster, The (USA)",USA
SNS-LN,Paladin's Quest (USA),USA
SHVC-AYLJ-JPN,Panel de Pon (Japan),Japan
SHVC-ANAJ-JPN,Panic in Nakayoshi World (Japan),Japan
SNSP-P2,Paperboy 2 (Europe),Europe
SNS-P2,Paperboy 2 (USA),USA
SHVC-AQAJ-JPN,Parlor! Mini - Pachinko Jikki Simulation Game (Japan),Japan
SHVC-AQAJ-JPN,Parlor! Mini - Pachinko Jikki Simulation Game (Japan) (Rev 1),Japan
SHVC-AQCJ-JPN,Parlor! Mini 2 - Pachinko Jikki Simulation Game (Japan),Japan
SHVC-AQVJ-JPN,Parlor! Mini 3 - Pachinko Jikki Simulation Game (Japan),Japan
SHVC-AQXJ-JPN,Parlor! Mini 4 - Pachinko Jikki Simulation Game (Japan),Japan
SHVC-AQYJ-JPN,Parlor! Mini 5 - Pachinko Jikki Simulation Game (Japan),Japan
SHVC-AQRJ-JPN,Parlor! Mini 6 - Pachinko Jikki Simulation Game (Japan),Japan
SHVC-AQMJ-JPN,Parlor! Mini 7 - Pachinko Jikki Simulation Game (Japan),Japan
SHVC-AZCJ-JPN,Parlor! Parlor! IV CR (Japan),Japan
SNSP-PD,Parodius (Europe),Europe
SHVC-PD,Parodius Da! - Shinwa kara Owarai e (Japan),Japan
SNS-R6,"Peace Keepers, The (USA)",USA
SHVC-AONJ-JPN,Pebble Beach no Hatou New - Tournament Edition (Japan),Japan
SNSP-PH-EUR,Phalanx (Europe),Europe
SNS-PH,Phalanx (USA),USA
SHVC-PH-JPN,Phalanx - The Enforce Fighter A-144 (Japan),Japan
SNSP-A24P-EUR,"Phantom 2040 (Europe) (En,Fr,De)",Europe
SNS-A24E-USA,Phantom 2040 (USA),USA
SHVC-BPIJ-JPN,Picross NP Vol. 1 (Japan) (NP),Japan
SHVC-BPIJ-JPN,Picross NP Vol. 1 (Japan) (Rev 1) (NP),Japan
SHVC-BP2J-JPN,Picross NP Vol. 2 (Japan) (NP),Japan
SHVC-BP2J-JPN,Picross NP Vol. 2 (Japan) (Rev 1) (NP),Japan
SHVC-BP3J-JPN,Picross NP Vol. 3 (Japan) (NP),Japan
SHVC-BP4J-JPN,Picross NP Vol. 4 (Japan) (NP),Japan
SHVC-BP4J-JPN,Picross NP Vol. 4 (Japan) (Rev 1) (NP),Japan
SHVC-BP5J-JPN,Picross NP Vol. 5 (Japan) (NP),Japan
SHVC-BP6J-JPN,Picross NP Vol. 6 (Japan) (NP),Japan
SHVC-BP7J-JPN,Picross NP Vol. 7 (Japan) (NP),Japan
SHVC-BP8J-JPN,Picross NP Vol. 8 (Japan) (NP),Japan
SNS-Z5,Pieces (USA),USA
